8/25/19 5:41,before,i,arrived,in,france,the,fake,and,disgusting,news,was,saying,that,relations,with,the,6,others,countries,in,the,g-7,are,very,tense,and,that,the,two,days,of,meetings,will,be,a,disaster,just,like,they,are,trying,to,force,a,recession,they,are,trying,to,“will”,america,into..,,,,,
3/3/19 15:44,...said,was,a,total,lie,but,fake,media,won’t,show,it,i,am,an,innocent,man,being,persecuted,by,some,very,bad,conflicted,&amp,corrupt,people,in,a,witch,hunt,that,is,illegal,&amp,should,never,have,been,allowed,to,start,-,and,only,because,i,won,the,election,despite,this,great,success,,,,
2/24/19 15:02,93%,approval,rating,in,the,republican,party,52%,approval,rating,overall,not,bad,considering,i,get,the,most,unfair,(bad),press,in,the,history,of,presidential,politics,and,don’t,forget,the,witch,hunt,,,,,,,,,,,,,,,,,,,,,,,,
1/26/19 14:23,thank,you,to,the,republican,national,committee,(the,rnc),who,voted,unanimously,yesterday,to,support,me,in,the,upcoming,2020,election,considering,that,we,have,done,more,than,any,administration,in,the,first,two,years,this,should,be,easy,more,great,things,now,in,the,works,,,,,,,,,,,
5/15/19 19:10,the,fake,news,washington,post,and,even,more,fake,news,new,york,times,are,writing,stories,that,there,is,infighting,with,respect,to,my,strong,policy,in,the,middle,east,there,is,no,infighting,whatsoever....,,,,,,,,,,,,,,,,,,,,,,
9/21/19 4:11,i,want,to,express,my,gratitude,to,america’s,magnificent,@flotus,for,tonight’s,exquisite,evening,where,we,celebrated,more,than,a,century,of,loyal,and,devoted,friendship,between🇺🇸🇦🇺both,of,our,nations,are,blessed,by,uncommon,courage,unfailing,commitment,and,unyielding,character,https://t.co/i61chczyld,,,,,,,,,,,,,,,,
4/12/19 21:35,we,will,never,forget,https://t.co/vxrgfrfejm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/19 11:53,despite,the,fact,that,the,mueller,report,should,not,have,been,authorized,in,the,first,place,&amp,was,written,as,nastily,as,possible,by,13,-18,angry,democrats,who,were,TRUE,trump,haters,including,highly,conflicted,bob,mueller,himself,the,end,result,is,no,collusion,no,obstruction,,,,,,,,,,
4/22/19 14:11,thank,you,@marklevinshow,#maga,https://t.co/kff84hfgkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/19 21:53,v.p,mike,pence,and,group,had,a,productive,meeting,with,the,schumer/pelosi,representatives,today,many,details,of,border,security,were,discussed,we,are,now,planning,a,steel,barrier,rather,than,concrete,it,is,both,stronger,&amp,less,obtrusive,good,solution,and,made,in,the,u.s.a.,,,,,,,,,,,,
3/13/19 12:21,the,just,revealed,fbi,agent,lisa,page,transcripts,make,the,obama,justice,department,look,exactly,like,it,was,a,broken,and,corrupt,machine,hopefully,justice,will,finally,be,served,much,more,to,come,,,,,,,,,,,,,,,,,,,,,,,,
8/27/19 23:30,axios,(whatever,that,is),sat,back,and,said,geeeee,let’s,see,what,can,we,make,up,today,to,embarrass,the,president,then,they,said,“why,don’t,we,say,he,wants,to,bomb,a,hurricane,that,should,do,it,”,the,media,in,our,country,is,totally,out,of,control,,,,,,,,
2/20/19 12:07,crazy,bernie,has,just,entered,the,race,i,wish,him,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/19 15:42,sorry,i,don’t,buy,rep,tlaib’s,tears,i,have,watched,her,violence,craziness,and,most,importantly,words,for,far,too,long,now,tears,she,hates,israel,and,all,jewish,people,she,is,an,anti-semite,she,and,her,3,friends,are,the,new,face,of,the,democrat,party,live,with,it,,,,,,,
